Author,Doc
2372,4703
2372,4977
2373,526
2373,1072
2373,1247
2373,1618
2373,2765
2373,2837
2373,3132
2373,3156
2373,3380
2373,3586
2373,3635
2373,3636
2373,4158
2373,4374
2373,4475
2373,4514
2373,4539
2373,4565
2373,4765
2373,4930
2374,342
2374,361
2374,578
2374,1454
2374,1835
2374,2603
2374,2652
2374,2947
2374,3124
2374,3275
2374,3377
2374,4200
2374,4249
2374,4297
2374,4509
2374,4563
2375,104
2375,344
2375,408
2375,796
2375,850
2375,1600
2375,1795
2375,1858
2375,2146
2375,2849
2375,2888
2375,2889
2375,3080
2375,3096
2375,3228
2375,3569
2375,3676
2375,4338
2375,4789
2376,1134
2376,1333
2376,1697
2376,2253
2376,2354
2376,2503
2376,2665
2376,2843
2376,3332
2376,3727
2376,3903
2376,4087
2377,132
2377,145
2377,228
2377,538
2377,673
2377,747
2377,1144
2377,1414
2377,1638
2377,1875
2377,2414
2377,2475
2377,2646
2377,2728
2377,3066
2377,3410
2377,3424
2377,3622
2377,3632
2377,3696
2377,3882
2377,3984
2377,4143
2377,4434
2377,4570
2377,4727
2377,4744
2378,209
2378,237
2378,1173
2378,1346
2378,1384
2378,1426
2378,1487
2378,1508
2378,1619
2378,1793
2378,1853
2378,2466
2378,2773
2378,3005
2378,3708
2378,4067
2378,4232
2378,4424
2378,4641
2378,4721
2378,4723
2378,4906
2379,64
2379,1023
2379,1332
2379,1365
2379,1573
2379,2245
2379,2457
2379,2623
2379,2823
2379,2911
2379,3487
2379,3571
2379,3854
2379,4132
2379,4323
2379,4429
2379,4745
2380,179
2380,362
2380,397
2380,447
2380,567
2380,766
2380,790
2380,1235
2380,1313
2380,1515
2380,1693
2380,2536
2380,3184
2380,3196
2380,3244
2380,3434
2380,3455
2380,3593
2380,3950
2380,4013
2380,4110
2381,140
2381,216
2381,502
2381,944
2381,1036
2381,1245
2381,1281
2381,1387
2381,1792
2381,1806
2381,1968
2381,2051
2381,2160
2381,2191
2381,2301
2381,2528
2381,2741
2381,3837
2381,3902
2381,4133
2381,4173
2381,4296
2381,4660
2382,401
2382,481
2382,1565
2382,1725
2382,1861
2382,1960
2382,2354
2382,2956
2382,3048
2382,3138
2382,3225
2382,3402
2382,3422
2382,3909
2382,3916
2382,4402
2382,4620
2382,4631
2382,4668
2382,4871
2383,49
2383,135
2383,456
2383,626
2383,1053
2383,1388
2383,1486
2383,1580
2383,2069
2383,2441
2383,2676
2383,3117
2383,4280
2383,4307
2383,4416
2383,4592
2383,4646
2383,4804
2384,777
2384,1064
2384,1079
2384,1138
2384,1736
2384,2421
2384,2679
2384,2850
2384,2939
2384,3116
2384,3490
2384,3671
2384,3988
2384,4310
2384,4414
2384,4420
2384,4837
2385,362
2385,653
2385,972
2385,1310
2385,1518
2385,1524
2385,1666
2385,1880
2385,2166
2385,2531
2385,3145
2385,3305
2385,3580
2385,4641
2385,4644
2385,4875
2385,4991
2386,247
2386,468
2386,595
2386,1014
2386,1677
2386,2970
2386,3116
2386,3409
2386,3516
2386,3892
2386,4243
2386,4396
2386,4613
2386,4799
2386,4905
2387,72
2387,719
2387,993
2387,1140
2387,1310
2387,1488
2387,1622
2387,1744
2387,2004
2387,2062
2387,2489
2387,2491
2387,2839
2387,3779
2387,3843
2387,4002
2387,4099
2387,4408
2387,4930
2388,241
2388,702
2388,1169
2388,1675
2388,1744
2388,1850
2388,1899
2388,2325
2388,2412
2388,2513
2388,3390
2388,3942
2388,4704
2388,4783
2389,37
2389,90
2389,183
2389,655
2389,870
2389,944
2389,1159
2389,1316
2389,1531
2389,1613
2389,1730
2389,1866
2389,2089
2389,2291
2389,2367
2389,2644
2389,2646
2389,3101
2389,3112
2389,3348
2389,3787
2389,4146
2389,4361
2389,4529
2389,4653
2389,4725
2390,147
2390,831
2390,1000
2390,1129
2390,1250
2390,2000
2390,2263
2390,2420
2390,3048
2390,3063
2390,3238
2390,3568
2390,3623
2390,4354
2390,4499
2390,4604
2390,4659
2391,302
2391,904
2391,1742
2391,1836
2391,2339
2391,2626
2391,2687
2391,2914
2391,3035
2391,3847
2391,3939
2391,4176
2391,4278
2391,4371
2391,4549
2392,3
2392,50
2392,95
2392,621
2392,860
2392,1036
2392,1285
2392,1461
2392,1481
2392,2593
2392,2745
2392,3472
2392,3514
2392,3544
2392,3730
2392,4348
2392,4454
2392,4799
2393,128
2393,205
2393,689
2393,929
2393,944
2393,1069
2393,1354
2393,1445
2393,1533
2393,1584
2393,2023
2393,2048
2393,2436
2393,2743
2393,2799
2393,3070
2393,3134
2393,3153
2393,3304
2393,3315
2393,3728
2393,3857
2393,4489
2393,4875
2394,11
2394,377
2394,1247
2394,1259
2394,1874
2394,1983
2394,2214
2394,2300
2394,3021
2394,3353
2394,3518
2394,3750
2394,3790
2394,4066
2394,4376
2394,4708
2394,4985
2395,46
2395,115
2395,365
2395,648
2395,661
2395,708
2395,711
2395,767
2395,1161
2395,1426
2395,1607
2395,1703
2395,1936
2395,2335
2395,2420
2395,3063
2395,3130
2395,3198
2395,3461
2395,3463
2395,3695
2395,4172
2395,4358
2395,4693
2395,4825
2395,4969
2396,545
2396,878
2396,1095
2396,1107
2396,1162
2396,1166
2396,1300
2396,1339
2396,1424
2396,1923
2396,2558
2396,2563
2396,2970
2396,3374
2396,3381
2396,4236
2396,4376
2396,4443
2397,154
2397,826
2397,1048
2397,1233
2397,1977
2397,2043
2397,2154
2397,2161
2397,2465
2397,2524
2397,2771
2397,3007
2397,3073
2397,3129
2397,3327
2397,3502
2397,3680
2397,3716
2397,3793
2397,3998
2397,4353
2398,1165
2398,1503
2398,2002
2398,2018
2398,2075
2398,2523
2398,2530
2398,2929
2398,3151
2398,3362
2398,3772
2398,3865
2398,4319
2398,4476
2398,4811
2398,4929
2398,4951
2399,24
2399,461
2399,510
2399,859
2399,2178
2399,2273
2399,2435
2399,2536
2399,2666
2399,2725
2399,3045
2399,3064
2399,3122
2399,3430
2399,3519
2399,3613
2399,3865
2399,3931
2399,4139
2399,4193
2399,4304
2399,4346
2399,4946
2400,89
2400,119
2400,228
2400,304
2400,314
2400,343
2400,832
2400,1649
2400,1687
2400,2119
2400,2772
2400,2842
2400,2918
2400,2996
2400,3159
2400,3624
2400,3638
2400,4645
2400,4907
2401,21
2401,48
2401,293
2401,396
2401,661
2401,865
2401,1335
2401,1506
2401,1808
2401,1875
2401,2049
2401,2748
2401,3298
2401,3615
2401,4354
2401,4484
2401,4540
2401,4774
2401,4982
2402,58
2402,62
2402,860
2402,1263
2402,1591
2402,1620
2402,1769
2402,1827
2402,2195
2402,2524
2402,2534
2402,2549
2402,2580
2402,2992
2402,3392
2402,3411
2402,3482
2402,4171
2402,4175
2402,4491
2402,4627
2402,4871
2402,4963
2403,1117
2403,1261
2403,1515
2403,1568
2403,2142
2403,2405
2403,2712
2403,2847
2403,2993
2403,3033
2403,3403
2403,3511
2403,3534
2403,3729
2403,3783
2403,4584
2403,4625
2403,4828
2404,148
2404,440
2404,794
2404,1235
2404,1857
2404,2389
2404,3154
2404,3272
2404,3305
2404,3539
2404,3980
2404,4046
2404,4800
2404,4810
2404,4902
2405,29
2405,126
2405,271
2405,439
2405,1179
2405,1272
2405,1583
2405,1608
2405,2028
2405,2114
2405,2328
2405,2365
2405,2395
2405,3448
2405,3657
2405,3710
2405,3760
2405,4530
2405,4914
2406,390
2406,433
2406,538
2406,557
2406,717
2406,887
2406,983
2406,997
2406,1008
2406,1581
2406,1601
2406,1784
2406,1927
2406,2137
2406,2304
2406,2364
2406,2526
2406,2575
2406,3961
2406,4120
2406,4264
2406,4380
2406,4411
2406,4659
2406,4665
2407,126
2407,567
2407,936
2407,1235
2407,1681
2407,1735
2407,1914
2407,2244
2407,2359
2407,3143
2407,3559
2407,3578
2407,3814
2407,3915
2407,3955
2407,4047
2407,4085
2407,4381
2407,4725
2407,4887
2407,4943
2408,65
2408,387
2408,603
2408,762
2408,839
2408,841
2408,887
2408,963
2408,1166
2408,1484
2408,1496
2408,1543
2408,1559
2408,1863
2408,1964
2408,2242
2408,2326
2408,2366
2408,2388
2408,2867
2408,3004
2408,3035
2408,3303
2408,3529
2408,3579
2408,3641
2408,3652
2408,4331
2408,4342
2408,4364
2408,4378
2408,4486
2408,4490
2408,4511
2409,569
2409,1154
2409,1223
2409,1354
2409,1379
2409,1397
2409,1509
2409,1974
2409,2022
2409,2155
2409,3250
2409,3570
2409,3913
2409,4117
2409,4232
2409,4775
2410,289
2410,570
2410,901
2410,913
2410,1041
2410,1730
2410,1817
2410,1926
2410,2069
2410,2106
2410,2233
2410,2327
2410,2352
2410,2407
2410,2412
2410,2414
2410,2634
2410,2867
2410,2869
2410,3375
2410,3678
2410,3726
2410,4514
2410,4689
2410,4805
2411,604
2411,1212
2411,1707
2411,2294
2411,2363
2411,2871
2411,3040
2411,3516
2411,3802
2411,4122
2411,4357
2411,4494
2411,4744
2411,4839
2411,4889
2412,171
2412,278
2412,384
2412,533
2412,1417
2412,1500
2412,2044
2412,2078
2412,2859
2412,3204
2412,3462
2412,3521
2412,3546
2412,4006
2412,4358
2412,4415
2413,101
2413,270
2413,305
2413,345
2413,595
2413,721
2413,823
2413,1407
2413,1450
2413,1692
2413,1775
2413,2008
2413,2388
2413,2579
2413,2746
2413,3234
2413,3257
2413,3286
2413,3569
2413,3760
2413,3907
2413,3973
2413,4169
2413,4204
2413,4781
2413,4994
2414,559
2414,636
2414,1045
2414,1260
2414,1529
2414,1676
2414,1777
2414,1831
2414,2388
2414,2533
2414,2587
2414,2722
2414,2954
2414,3373
2414,3437
2414,3509
2414,4265
2414,4370
2415,628
2415,1280
2415,1381
2415,1421
2415,1543
2415,1623
2415,1827
2415,2015
2415,2195
2415,2678
2415,2879
2415,3038
2415,3067
2415,3253
2415,3320
2415,3428
2415,3449
2415,3534
2415,4411
2415,4444
2415,4683
2416,33
2416,86
2416,344
2416,588
2416,683
2416,1088
2416,1089
2416,1093
2416,1738
2416,1884
2416,2498
2416,2911
2416,3028
2416,3269
2416,3491
2416,3870
2416,3950
2416,4111
2416,4285
2416,4294
2416,4642
2417,21
2417,70
2417,101
2417,163
2417,258
2417,852
2417,1432
2417,1727
2417,1799
2417,2592
2417,2612
2417,2707
2417,3227
2417,3342
2417,3385
2417,3537
2417,3688
2417,3802
2417,4176
2417,4559
2417,4888
2418,107
2418,1080
2418,1369
2418,1542
2418,1771
2418,2033
2418,2877
2418,2958
2418,2975
2418,3170
2418,3190
2418,3484
2418,3751
2418,3913
2418,4139
2418,4781
2418,4895
2419,219
2419,289
2419,375
2419,508
2419,1058
2419,1209
2419,1468
2419,1688
2419,1697
2419,1803
2419,2660
2419,3314
2419,3316
2419,3451
2419,3525
2419,4083
2419,4499
2419,4523
2419,4751
2419,4882
2419,4934
2420,58
2420,130
2420,825
2420,867
2420,931
2420,1070
2420,1102
2420,1666
2420,1762
2420,1789
2420,1947
2420,2019
2420,2057
2420,2435
2420,2737
2420,2759
2420,3039
2420,3110
2420,3127
2420,3501
2420,4186
2420,4200
2420,4929
2421,35
2421,190
2421,195
2421,988
2421,1036
2421,1089
2421,1792
2421,1914
2421,2198
2421,2464
2421,2494
2421,2523
2421,3293
2421,3467
2421,3495
2421,4088
2421,4938
2422,113
2422,129
2422,380
2422,620
2422,679
2422,722
2422,1066
2422,1124
2422,1189
2422,1483
2422,1942
2422,2028
2422,2050
2422,2567
2422,2588
2422,2704
2422,2764
2422,3413
2422,3424
2422,3438
2422,3655
2422,3831
2422,3871
2422,4092
2422,4168
2422,4374
2422,4457
2422,4531
2422,4674
2422,4728
2422,4813
2423,96
2423,281
2423,287
2423,935
2423,1112
2423,1125
2423,1164
2423,1176
2423,1196
2423,2230
2423,2490
2423,2676
2423,2677
2423,3084
2423,3166
2423,3410
2423,3604
2423,3976
2423,4235
2423,4254
2423,4393
2423,4401
2423,4526
2423,4580
2423,4638
2423,4723
2424,18
2424,137
2424,187
2424,274
2424,448
2424,557
2424,735
2424,885
2424,1001
2424,1065
2424,1990
2424,2458
2424,2523
2424,2974
2424,3783
2424,3847
2424,3951
2424,3999
2424,4528
2424,4834
2425,664
2425,806
2425,1025
2425,1392
2425,1520
2425,2282
2425,2409
2425,2651
2425,2689
2425,3137
2425,3278
2425,3522
2425,3709
2425,3780
2425,3821
2425,4174
2425,4242
2425,4480
2425,4507
2425,4650
2425,4748
2426,515
2426,551
2426,846
2426,1146
2426,1253
2426,1340
2426,1773
2426,1815
2426,2205
2426,2248
2426,2600
2426,2654
2426,2853
2426,2942
2426,3598
2426,3729
2426,3790
2426,3796
2426,3952
2426,4430
2426,4459
2426,4468
2426,4793
2426,4953
2427,125
2427,144
2427,276
2427,997
2427,1031
2427,2376
2427,2574
2427,2843
2427,3214
2427,3900
2427,4205
2427,4514
2427,4693
2427,4864
2427,4943
2428,700
2428,728
2428,733
2428,987
2428,1039
2428,1510
2428,1662
2428,2020
2428,2022
2428,2057
2428,2058
2428,2128
2428,2457
2428,2550
2428,2737
2428,2816
2428,2964
2428,3031
2428,3239
2428,3793
2428,4485
2428,4922
2428,4993
2429,8
2429,33
2429,391
2429,772
2429,1031
2429,1298
2429,1390
2429,1455
2429,1614
2429,1876
2429,2887
2429,2997
2429,3028
2429,3159
2429,3499
2429,3979
2429,3993
2429,4281
2429,4485
2429,4710
2429,4764
2429,4837
2430,98
2430,277
2430,833
2430,882
2430,1520
2430,1611
2430,1921
2430,2175
2430,2277
2430,2646
2430,2795
2430,2905
2430,3482
2430,3771
2430,4158
2430,4640
2430,4703
2430,4776
2430,4904
2431,154
2431,297
2431,549
2431,564
2431,664
2431,1066
2431,1096
2431,1134
2431,1334
2431,2177
2431,2512
2431,2980
2431,3090
2431,3662
2431,3767
2431,3814
2431,4226
2431,4234
2431,4261
2431,4296
2431,4660
2431,4661
2431,4964
2432,67
2432,68
2432,687
2432,799
2432,1121
2432,1283
2432,1394
2432,1437
2432,2190
2432,2223
2432,2557
2432,2651
2432,2822
2432,2826
2432,3064
2432,3324
2432,3369
2432,3660
2432,3915
2432,4530
2432,4816
2433,125
2433,389
2433,514
2433,720
2433,1940
2433,2105
2433,2116
2433,2431
2433,2785
2433,2959
2433,3002
2433,3460
2433,3594
2433,4031
2433,4303
2433,4378
2433,4562
2433,4620
2433,4824
2433,4980
2434,139
2434,141
2434,693
2434,1134
2434,1686
2434,1687
2434,1706
2434,1857
2434,2349
2434,2784
2434,2797
2434,3120
2434,3265
2434,3721
2434,3973
2434,4067
2434,4571
2434,4989
2435,43
2435,552
2435,634
2435,867
2435,956
2435,1242
2435,1312
2435,1528
2435,1572
2435,1810
2435,2007
2435,2073
2435,2671
2435,2701
2435,2917
2435,3210
2435,4156
2435,4259
2435,4565
2436,363
2436,382
2436,457
2436,588
2436,688
2436,902
2436,1064
2436,1090
2436,1151
2436,1353
2436,1648
2436,1672
2436,1963
2436,2272
2436,2326
2436,2426
2436,2449
2436,2481
2436,3100
2436,3203
2436,3305
2436,3307
2436,3330
2436,3720
2436,4027
2436,4177
2436,4358
2436,4404
2436,4450
2436,4538
2436,4592
2436,4689
2436,4911
2436,4940
2437,727
2437,1021
2437,1110
2437,1502
2437,1560
2437,1784
2437,2533
2437,2546
2437,2552
2437,2889
2437,3122
2437,3652
2437,3982
2437,4029
2437,4515
2437,4702
2438,387
2438,447
2438,462
2438,627
2438,1499
2438,1659
2438,2288
2438,2461
2438,2467
2438,2863
2438,2881
2438,3114
2438,3306
2438,3322
2438,3882
2438,4125
2438,4372
2438,4404
2439,162
2439,577
2439,944
2439,1019
2439,1111
2439,1529
2439,1559
2439,1900
2439,1982
2439,2630
2439,2768
2439,2954
2439,3022
2439,3079
2439,3101
2439,3181
2439,3505
2439,3716
2439,3731
2439,4298
2439,4707
2440,96
2440,105
2440,493
2440,793
2440,885
2440,1243
2440,1701
2440,1993
2440,2097
2440,2272
2440,2558
2440,2720
2440,3118
2440,3218
2440,3258
2440,3323
2440,3507
2440,3730
2441,418
2441,480
2441,596
2441,1031
2441,1121
2441,1244
2441,1617
2441,1701
2441,2806
2441,3165
2441,3186
2441,3576
2441,3614
2441,3827
2441,4136
2441,4569
2441,4897
2441,4957
2442,149
2442,422
2442,866
2442,1018
2442,1498
2442,2255
2442,2266
2442,2590
2442,2739
2442,2920
2442,3059
2442,3432
2442,4078
2442,4205
2442,4354
2442,4381
2442,4906
2443,233
2443,419
2443,805
2443,1002
2443,1252
2443,1373
2443,1683
2443,1713
2443,2221
2443,2288
2443,2437
2443,2541
2443,2561
2443,2650
2443,2790
2443,2861
2443,2951
2443,3171
2443,3209
2443,3800
2443,4006
2443,4486
2443,4800
2444,267
2444,289
2444,505
2444,1273
2444,1309
2444,1804
2444,1850
2444,2137
2444,2162
2444,2397
2444,2642
2444,2752
2444,2786
2444,3331
2444,3597
2444,3780
2444,3867
2445,38
2445,411
2445,485
2445,586
2445,933
2445,1062
2445,1492
2445,2090
2445,2526
2445,2958
2445,3389
2445,3747
2445,3759
2445,3834
2445,4314
2445,4316
2445,4547
2446,155
2446,349
2446,356
2446,467
2446,678
2446,865
2446,1270
2446,1603
2446,1676
2446,1714
2446,2675
2446,2883
2446,3249
2446,3953
2446,4018
2446,4630
2446,4697
2447,156
2447,213
2447,988
2447,1114
2447,1124
2447,1883
2447,2074
2447,2393
2447,2417
2447,2700
2447,3681
2447,4108
2447,4236
2447,4895
2447,4972
2448,231
2448,542
2448,607
2448,780
2448,1146
2448,1478
2448,1769
2448,1973
2448,2298
2448,2402
2448,2515
2448,2529
2448,2785
2448,2873
2448,3259
2448,4038
2448,4118
2448,4901
2448,4917
2449,146
2449,234
2449,411
2449,430
2449,1065
2449,1715
2449,1746
2449,1931
2449,1936
2449,2250
2449,2345
2449,2530
2449,2688
2449,3287
2449,3325
2449,3439
2449,3655
2449,3886
2449,3899
2449,3938
2449,3985
2449,4120
2450,126
2450,212
2450,715
2450,1212
2450,1233
2450,1469
2450,1848
2450,2350
2450,2622
2450,2981
2450,3278
2450,3573
2450,3735
2450,3978
2450,4293
2450,4714
2450,4722
2450,4774
2450,4875
2450,4933
2451,180
2451,674
2451,698
2451,723
2451,1129
2451,1224
2451,1420
2451,1493
2451,1519
2451,2023
2451,2051
2451,2106
2451,2272
2451,2832
2451,3328
2451,3750
2451,3765
2451,4109
2451,4150
2451,4242
2452,34
2452,251
2452,444
2452,712
2452,1626
2452,1857
2452,2056
2452,2382
2452,2455
2452,2597
2452,2660
2452,3187
2452,3354
2452,3551
2452,3815
2452,3885
2452,4341
2452,4509
2452,4574
2452,4926
2452,4988
2453,257
2453,264
2453,1142
2453,1637
2453,1830
2453,1832
2453,1899
2453,1975
2453,3283
2453,3312
2453,3401
2453,3631
2453,3802
2453,4380
2454,116
2454,155
2454,357
2454,384
2454,471
2454,1263
2454,1293
2454,1628
2454,2247
2454,2467
2454,2667
2454,2930
2454,2968
2454,3269
2454,3638
2454,4120
2454,4723
2454,4926
2455,102
2455,136
2455,771
2455,783
2455,859
2455,982
2455,1067
2455,1152
2455,1183
2455,1296
2455,1400
2455,1485
2455,1578
2455,1975
2455,2387
2455,2615
2455,2842
2455,3235
2455,3467
2455,3471
2455,3851
2455,4019
2455,4253
2455,4257
2455,4398
2455,4427
2455,4663
2456,268
2456,332
2456,1338
2456,1464
2456,1493
2456,2864
2456,3030
2456,3549
2456,3602
2456,3770
2456,3987
2456,4036
2456,4397
2456,4463
2456,4664
2456,4887
2457,181
2457,694
2457,780
2457,874
2457,924
2457,1369
2457,1682
2457,1701
2457,2020
2457,2242
2457,2365
2457,2665
2457,3247
2457,3294
2457,3313
2457,3391
2457,3451
2457,3564
2457,3895
2457,4081
2457,4864
2457,4909
2458,145
2458,156
2458,313
2458,568
2458,711
2458,732
2458,737
2458,901
2458,1518
2458,2044
2458,2309
2458,2331
2458,3670
2458,3866
2458,3886
2458,4601
2458,4622
2458,4821
2458,4907
2459,302
2459,322
2459,556
2459,797
2459,844
2459,1133
2459,1327
2459,1487
2459,1512
2459,1750
2459,1959
2459,2028
2459,2133
2459,2744
2459,3289
2459,3665
2459,3812
2459,3842
2459,3959
2459,3974
2459,4132
2459,4687
2460,458
2460,602
2460,659
2460,825
2460,1212
2460,1425
2460,1680
2460,2154
2460,2994
2460,3014
2460,3705
2460,3873
2460,4181
2460,4251
2460,4716
2460,4829
2461,311
2461,1713
2461,1736
2461,1787
2461,2060
2461,2063
2461,2212
2461,2267
2461,2293
2461,2384
2461,2827
2461,2840
2461,3201
2461,3328
2461,3456
2461,3513
2461,3540
2461,3727
2461,3763
2461,3787
2461,3947
2461,4055
2461,4307
2461,4340
2461,4513
2461,4680
2461,4704
2462,120
2462,421
2462,519
2462,667
2462,796
2462,864
2462,994
2462,1103
2462,1119
2462,1980
2462,2381
2462,2525
2462,2531
2462,2656
2462,2863
2462,2937
2462,3740
2462,4013
2462,4304
2462,4376
2462,4560
2463,85
2463,224
2463,488
2463,681
2463,739
2463,790
2463,875
2463,926
2463,1158
2463,1743
2463,2101
2463,2830
2463,2997
2463,3322
2463,3323
2463,3429
2463,3814
2463,3907
2463,4051
2463,4139
2463,4211
2463,4341
2463,4697
2463,4837
2463,4838
2464,202
2464,234
2464,330
2464,896
2464,1193
2464,1337
2464,1527
2464,1630
2464,1834
2464,1874
2464,1990
2464,2469
2464,2919
2464,3069
2464,3264
2464,3557
2464,3581
2464,3918
2464,4007
2464,4024
2464,4466
2464,4621
2465,842
2465,1238
2465,1423
2465,1662
2465,2099
2465,2507
2465,2543
2465,2607
2465,2793
2465,2811
2465,2870
2465,2906
2465,3378
2465,3607
2465,3792
2465,3809
2465,3919
2465,4652
2465,4880
2466,263
2466,444
2466,574
2466,610
2466,772
2466,1223
2466,1263
2466,1547
2466,1613
2466,1715
2466,1760
2466,2755
2466,2775
2466,2900
2466,3173
2466,3356
2466,3783
2466,4151
2466,4215
2466,4605
2466,4648
2467,439
2467,1180
2467,1202
2467,1384
2467,1536
2467,1894
2467,2081
2467,2156
2467,2825
2467,2907
2467,3055
2467,3286
2467,3372
2467,3470
2467,3783
2467,3792
2467,3958
2467,4394
2467,4467
2468,649
2468,747
2468,1393
2468,1411
2468,1524
2468,1778
2468,1855
2468,3266
2468,3536
2468,4563
2468,4609
2469,107
2469,143
2469,950
2469,985
2469,1040
2469,1086
2469,1235
2469,1268
2469,1308
2469,1346
2469,1724
2469,1835
2469,2124
2469,2253
2469,2901
2469,2945
2469,3463
2469,4082
2469,4265
2470,207
2470,327
2470,627
2470,1618
2470,1662
2470,1836
2470,2484
2470,3370
2470,3504
2470,3532
2470,3908
2470,3958
2470,4326
2470,4415
2470,4897
2470,4994
2471,41
2471,178
2471,1121
2471,1498
2471,1738
2471,2059
2471,2601
2471,2733
2471,2760
2471,2921
2471,3004
2471,3053
2471,3615
2471,4149
2471,4353
2471,4665
2471,4682
2471,4783
2472,35
2472,403
2472,442
2472,661
2472,1470
2472,1553
2472,2024
2472,2257
2472,2454
2472,3175
2472,3406
2472,3738
2472,3904
2472,4241
2472,4966
2473,347
2473,395
2473,463
2473,808
2473,928
2473,957
2473,1545
2473,2293
2473,2544
2473,2635
2473,2661
2473,2797
2473,3078
2473,3082
2473,3388
2473,3555
2473,4036
2473,4136
2473,4402
2473,4500
2473,4607
2473,4731
2473,4768
2473,4980
2474,54
2474,359
2474,586
2474,891
2474,906
2474,1561
2474,1664
2474,2053
2474,2382
2474,2869
2474,3135
2474,3190
2474,3412
2474,3478
2474,3552
2474,3653
2474,4419
2474,4825
2475,147
2475,1014
2475,1562
2475,1948
2475,2209
2475,2433
2475,2559
2475,2835
2475,2894
2475,3287
2475,4078
2475,4214
2475,4270
2475,4379
2475,4442
2475,4757
2475,4791
2475,4883
2476,62
2476,434
2476,943
2476,964
2476,1161
2476,1652
2476,1730
2476,2149
2476,2214
2476,2754
2476,3336
2476,3480
2476,3701
2476,3844
2476,4250
2476,4554
2476,4793
2476,4938
2477,368
2477,748
2477,920
2477,1016
2477,1141
2477,1144
2477,1425
2477,1575
2477,2624
2477,3202
2477,3623
2477,3677
2477,3718
2477,4289
2477,4449
2477,4482
2477,4873
2477,4970
2478,261
2478,484
2478,530
2478,864
2478,1121
2478,1198
2478,1430
2478,1613
2478,1622
2478,1711
2478,1773
2478,2140
2478,2386
2478,2471
2478,2556
2478,2802
2478,2813
2478,3576
2478,3666
2478,3767
2478,4558
2478,4594
2479,29
2479,448
2479,464
2479,483
2479,603
2479,1360
2479,1850
2479,2194
2479,2533
2479,3138
2479,3336
2479,3435
2479,4482
2479,4504
2479,4627
2479,4862
2480,59
2480,211
2480,411
2480,645
2480,778
2480,855
2480,1001
2480,1078
2480,1239
2480,1306
2480,2146
2480,2200
2480,2531
2480,2857
2480,3029
2480,3596
2480,3605
2480,3776
2480,4364
2480,4680
2481,80
2481,209
2481,300
2481,737
2481,751
2481,799
2481,1107
2481,1276
2481,1313
2481,1544
2481,1837
2481,1883
2481,1907
2481,1939
2481,2282
2481,2493
2481,2793
2481,3068
2481,3290
2481,3567
2481,3589
2481,3703
2481,3748
2482,223
2482,230
2482,344
2482,1074
2482,1397
2482,1483
2482,1656
2482,1746
2482,1948
2482,2090
2482,2098
2482,2138
2482,2147
2482,2269
2482,2344
2482,2538
2482,2908
2482,3524
2482,3775
2482,3895
2482,3908
2482,4076
2482,4189
2482,4664
2482,4708
2482,4809
2483,3
2483,245
2483,653
2483,1026
2483,1085
2483,1560
2483,1618
2483,2009
2483,2746
2483,2754
2483,2858
2483,3032
2483,3156
2483,3285
2483,3317
2483,3493
2483,3630
2483,3685
2483,3907
2483,4235
2483,4736
2483,4750
2484,280
2484,344
2484,401
2484,504
2484,664
2484,826
2484,1221
2484,1748
2484,1938
2484,2327
2484,2599
2484,2677
2484,2826
2484,2840
2484,2997
2484,3117
2484,3542
2484,3762
2484,4098
2484,4175
2484,4280
2484,4350
2484,4736
2485,39
2485,232
2485,764
2485,854
2485,1338
2485,1342
2485,1546
2485,2078
2485,2435
2485,2513
2485,2842
2485,2853
2485,2862
2485,3318
2485,3416
2485,3821
2485,4144
2485,4428
2485,4513
2485,4523
2485,4680
2485,4781
2485,4809
2486,44
2486,235
2486,436
2486,724
2486,822
2486,1106
2486,1152
2486,1645
2486,2613
2486,2748
2486,2899
2486,3266
2486,3532
2486,3996
2486,4239
2486,4388
2486,4960
2486,4976
2487,199
2487,413
2487,564
2487,987
2487,1207
2487,1451
2487,1624
2487,2034
2487,2251
2487,2418
2487,2817
2487,2886
2487,3346
2487,3623
2487,3651
2487,4006
2487,4007
2487,4252
2487,4419
2487,4561
2487,4722
2487,4751
2487,4934
2488,102
2488,726
2488,836
2488,1647
2488,1849
2488,1882
2488,1891
2488,1915
2488,2768
2488,2921
2488,3189
2488,3216
2488,3806
2488,4312
2488,4668
2488,4781
2489,53
2489,399
2489,1224
2489,1399
2489,1699
2489,1958
2489,2034
2489,2594
2489,2761
2489,2835
2489,3495
2489,3616
2489,4152
2489,4182
2489,4666
2489,4685
2489,4853
2489,4871
2490,251
2490,434
2490,857
2490,1070
2490,1289
2490,1534
2490,1730
2490,1930
2490,1949
2490,1951
2490,2384
2490,2412
2490,2485
2490,2557
2490,2782
2490,3218
2490,3484
2490,3805
2490,3912
2490,4121
2490,4245
2490,4428
2490,4604
2490,4861
2490,4898
2490,4934
2491,995
2491,1012
2491,1103
2491,1353
2491,1403
2491,1422
2491,1631
2491,2050
2491,2098
2491,2512
2491,2632
2491,2643
2491,2656
2491,2735
2491,2876
2491,3040
2491,3515
2491,3609
2491,4268
2491,4337
2491,4767
2491,4930
2492,110
2492,189
2492,578
2492,661
2492,931
2492,993
2492,1607
2492,1627
2492,1923
2492,3623
2492,3721
2492,3820
2492,4026
2492,4058
2492,4521
2492,4724
2492,4974
2493,12
2493,21
2493,375
2493,785
